pasillo,items,uniqueItems,satOrders
0,34,6,0
1,24,8,1
2,24,6,0
3,83,7,0
4,18,5,0
5,14,4,0
6,7,2,0
7,4,1,0
8,8,3,0
9,36,2,0
10,13,1,0
11,8,4,0
12,6,3,0
13,14,1,1
14,21,4,0
15,29,6,0
16,41,8,0
17,18,2,0
18,26,5,0
19,17,9,0
20,40,8,0
21,58,9,1
22,5,2,0
23,12,5,1
24,3,1,0
25,1,1,0
26,19,4,0
27,10,3,0
28,13,5,0
29,38,5,0
30,46,11,0
31,72,16,1
32,13,4,0
33,30,5,0
34,2,2,0
35,41,6,0
36,11,2,0
37,9,3,0
38,37,3,0
39,1,1,0
40,22,3,2
41,38,9,1
42,35,5,0
43,21,5,0
44,19,2,0
45,21,7,0
46,58,6,0
47,21,6,0
48,12,4,0
49,100,8,1
50,33,2,0
51,19,1,0
52,44,4,0
53,24,5,1
54,45,4,0
55,12,2,1
56,12,5,0
57,2,2,0
58,46,5,0
59,20,4,0
60,94,14,2
61,22,8,0
62,10,5,0
63,48,10,0
64,5,3,0
65,8,4,0
66,1,1,0
67,1,1,0
68,16,6,0
69,31,5,0
70,11,3,0
71,6,2,0
72,28,2,0
73,34,4,0
74,5,4,0
75,39,3,0
76,10,6,0
77,10,1,0
78,58,6,0
79,5,3,0
80,6,3,0
81,14,9,0
82,8,3,0
83,32,5,0
84,71,7,0
85,49,6,0
86,15,4,0
87,28,2,0
88,2,1,0
89,12,2,0
90,3,2,0
91,104,5,0
92,14,6,0
93,6,5,0
94,5,4,0
95,1,1,0
96,1,1,0
97,18,6,0
98,47,10,0
99,9,4,0
100,43,5,0
101,53,8,0
102,87,9,0
103,38,8,0
104,28,8,0
105,21,2,0
106,24,4,0
107,22,6,1
108,1,1,0
109,5,1,0
110,22,6,0
111,18,2,0
112,13,4,0
113,14,4,0
114,20,7,0
115,3,2,0
116,61,3,0
117,3,2,0
118,4,3,0
119,11,6,0
120,13,6,0
121,14,3,0
122,35,4,0
123,25,3,0
124,48,10,0
125,28,3,0
126,11,1,0
127,10,5,0
128,14,5,0
129,32,5,0
130,58,6,0
131,4,3,0
132,171,9,0
133,2,2,0
134,39,2,0
135,1,1,0
136,42,4,0
137,20,4,1
138,16,4,1
139,3,3,0
140,13,2,0
141,5,1,0
142,91,12,1
143,46,11,0
144,28,7,0
145,45,10,0
146,12,3,0
147,12,4,0
148,33,4,0
149,2,2,0
150,9,2,0
151,43,8,0
152,9,6,0
153,12,3,0
154,26,3,0
155,25,5,0
156,24,5,0
157,13,3,0
158,21,2,0
159,17,8,0
160,17,6,0
161,17,3,0
162,3,1,0
163,17,1,1
164,27,6,0
165,6,6,0
166,8,6,0
167,9,5,0
168,43,6,0
169,6,2,0
170,30,5,0
171,10,3,0
172,32,3,0
173,2,1,0
174,10,5,0
175,15,5,0
176,2,2,0
177,39,3,0
178,29,6,0
179,20,5,0
180,24,4,0
181,34,11,2
182,52,8,0
183,5,2,0
184,35,7,1
185,39,3,0
186,29,5,0
187,20,5,0
188,9,5,1
189,1,1,0
190,14,11,0
191,5,2,0
192,9,5,0
193,15,6,0
194,16,5,0
195,13,4,0
196,7,3,0
197,2,1,0
198,35,7,0
199,27,4,0
200,4,3,0
201,38,2,1
202,36,6,1
203,3,3,0
204,33,5,0
205,28,6,0
206,52,8,0
207,13,3,0
208,4,3,0
209,8,2,0
210,11,6,0
211,12,2,0
212,2,1,1
213,43,7,0
214,64,7,0
215,100,7,0
216,10,1,0
217,33,4,0
218,74,14,1
219,9,2,0
220,29,6,0
221,3,1,0
222,6,1,0
223,8,1,0
224,1,1,0
225,40,6,0
226,12,5,0
227,25,5,0
228,14,5,0
229,13,5,0
230,14,5,0
231,19,3,0
232,19,2,0
233,40,8,0
234,7,3,0
235,4,1,0
236,31,3,1
237,22,10,0
238,28,7,0
239,3,1,0
240,32,4,0
241,45,6,0
242,8,1,0
243,38,1,0
244,7,1,0
245,14,3,0
246,1,1,0
247,3,2,1
248,68,8,0
249,90,7,0
250,48,5,0
251,28,3,0
252,50,9,0
253,20,7,0
254,8,2,0
255,5,2,1
256,1,1,0
257,1,1,0
258,22,6,0
259,11,2,0
260,4,2,0
261,77,5,0
262,45,8,1
263,15,5,0
264,8,2,0
265,21,6,0
266,4,2,0
267,65,7,0
268,64,5,0
269,20,9,0
270,9,1,0
271,68,6,0
272,11,1,1
273,22,4,0
274,90,7,0
275,30,5,0
276,2,1,0
277,12,7,0
278,10,1,0
279,12,1,0
280,2,1,0
281,5,2,0
282,16,4,1
283,8,4,0
284,2,1,0
285,5,2,2
286,111,9,0
287,6,4,0
288,5,2,0
289,9,2,0
290,75,11,0
291,44,10,0
292,12,3,0
293,2,2,0
294,3,3,0
295,15,4,0
296,26,8,1
297,13,5,0
298,17,1,1
299,27,7,0
300,50,5,0
301,35,5,0
302,38,2,0
303,30,8,1
304,7,4,0
305,18,5,0
306,12,1,0
307,20,3,0
308,12,2,0
309,3,1,0
310,17,5,0
311,5,3,0
312,5,1,1
313,34,4,0
314,7,4,0
315,28,3,0
316,2,1,0
317,39,13,0
318,72,8,0
319,11,1,0
320,1,1,0
321,14,5,1
322,16,3,0
323,66,6,0
324,17,4,0
325,18,1,1
326,52,6,0
327,35,9,0
328,35,5,1
329,23,8,0
330,17,6,0
331,63,13,0
332,22,4,0
333,58,5,0
334,7,3,0
335,33,6,1
336,2,2,0
337,22,5,1
338,30,2,0
339,7,1,0
340,1,1,0
341,3,2,1
