pasillo,items,uniqueItems,satOrders
0,208,61,0
1,189,45,0
2,163,47,1
3,155,40,1
4,221,79,0
5,72,32,0
6,80,32,0
7,103,39,0
8,118,27,0
9,269,48,1
10,86,14,0
11,32,12,0
12,101,30,0
13,114,34,0
14,6,1,0
15,95,14,2
16,162,47,1
17,131,39,0
18,136,35,0
19,206,60,0
20,158,52,0
21,186,40,0
22,148,22,1
23,236,41,1
24,31,12,0
25,150,40,0
26,77,33,0
27,81,55,0
28,170,21,2
29,113,41,1
30,124,49,0
31,98,37,2
32,101,40,1
33,251,46,0
34,110,43,0
35,220,55,1
36,149,53,0
37,65,19,1
38,69,34,0
39,179,49,0
40,157,40,1
41,100,28,2
42,3313,6,1
43,1,1,0
44,151,11,1
45,181,54,0
46,161,38,0
47,166,43,0
48,133,31,0
49,125,42,1
50,122,41,0
51,102,35,0
52,94,42,0
53,329,57,6
54,152,36,0
55,178,32,0
56,43,19,2
57,7,1,0
58,102,35,0
59,98,40,1
60,2,1,0
61,42,13,1
62,126,50,1
63,101,43,0
64,188,36,1
65,150,38,0
66,118,29,1
67,262,34,2
68,258,41,2
69,92,18,0
70,111,23,0
71,99,39,0
72,115,29,0
73,102,38,0
74,2,1,0
75,23,7,1
76,121,33,2
77,169,49,1
78,144,45,0
79,164,58,0
80,149,46,1
81,136,44,0
82,91,33,0
83,186,48,0
84,138,27,1
85,167,38,0
86,120,39,0
87,79,31,0
88,147,55,2
89,534,2,0
90,3,1,0
91,46,6,0
92,189,49,0
93,130,38,1
94,60,31,0
95,168,44,1
96,151,57,1
97,141,40,1
98,143,40,0
99,113,36,0
100,230,32,0
101,138,33,1
102,163,35,2
103,273,39,2
104,375,2,0
105,110,38,0
106,64,27,0
107,7,3,0
108,67,14,1
109,163,48,3
110,113,53,1
111,254,44,1
112,151,41,0
113,202,31,2
114,121,36,3
115,186,40,1
116,61,13,0
117,54,12,0
118,143,30,0
119,155,36,0
120,67,32,1
121,4,3,0
122,137,42,1
123,86,35,0
124,185,47,0
125,199,56,0
126,156,43,0
127,167,46,0
128,104,29,0
129,125,44,1
130,35,9,0
131,187,59,0
132,108,44,1
133,166,37,0
134,109,27,0
135,464,2,0
136,1,1,0
137,534,8,0
138,235,66,3
139,39,18,0
140,139,44,1
141,100,30,0
142,177,36,0
143,89,34,1
144,142,44,0
145,225,42,2
146,214,42,0
147,85,43,0
148,105,34,0
149,109,35,0
150,132,39,1
151,2,1,0
152,48,8,3
153,165,60,0
154,166,40,1
155,152,40,0
156,166,39,0
157,141,36,2
158,224,41,1
159,146,31,1
160,149,24,0
161,126,11,1
162,247,33,0
163,131,43,0
164,104,34,0
165,7,1,0
166,38,11,0
167,328,72,1
168,199,50,0
169,148,48,0
170,124,45,1
171,111,41,0
172,124,43,0
173,163,51,0
174,125,35,2
175,94,35,0
176,82,36,0
177,175,49,0
178,24,10,0
179,1679,3,0
180,26,2,0
181,40,8,0
182,180,62,2
183,58,15,0
184,132,54,3
185,134,50,1
186,130,47,1
187,126,42,1
188,110,50,0
189,96,33,1
190,158,44,0
191,283,47,2
192,82,35,0
193,147,39,0
194,2,1,0
195,34,10,1
196,161,37,1
197,161,54,0
198,141,42,0
199,214,52,0
200,192,55,0
201,98,23,0
202,137,48,2
203,317,40,3
204,110,12,1
205,122,45,0
206,158,43,0
207,74,26,1
208,56,7,0
209,157,37,0
210,88,39,0
211,167,73,0
212,167,47,0
213,101,39,2
214,70,29,0
215,119,51,0
216,73,25,0
217,124,37,0
218,157,48,0
219,120,39,0
220,5,3,0
221,1823,4,0
222,2,2,0
223,14,10,0
224,196,52,0
225,172,37,1
226,126,43,0
227,77,27,0
228,83,16,1
229,142,42,0
230,90,14,0
231,176,44,0
232,35,8,0
233,94,27,2
234,109,38,0
235,4,1,0
236,23,11,1
237,207,59,1
238,109,30,0
239,169,44,0
240,233,65,0
241,236,47,6
242,108,25,0
243,150,45,0
244,123,37,0
245,104,20,0
246,174,42,0
247,190,35,1
248,133,36,0
249,3,2,0
250,256,6,0
251,181,55,0
252,160,44,0
253,126,46,0
254,124,31,2
255,166,52,1
256,105,40,1
257,140,52,1
258,92,31,0
259,47,18,0
260,166,43,0
261,62,20,0
262,24,7,0
263,31,2,0
264,13,3,1
265,94,15,2
266,153,54,1
267,190,53,0
268,111,38,0
269,133,43,0
270,128,30,0
271,104,19,0
272,49,14,0
273,204,58,0
274,16,6,1
275,106,37,0
276,121,36,0
277,30,9,2
278,169,34,0
279,180,50,0
280,132,51,1
281,150,46,0
282,101,22,0
283,154,55,0
284,164,34,0
285,164,42,0
286,43,9,0
287,73,29,0
288,143,45,1
289,114,40,1
290,83,21,0
291,27,9,0
292,131,45,2
293,144,45,0
294,121,45,0
295,167,49,0
296,189,55,0
297,100,35,0
298,163,52,0
