pasillo,items,uniqueItems,satOrders
0,14,4,0
1,69,4,0
2,4,1,0
3,5,4,1
4,29,4,0
5,4,1,0
6,174,13,1
7,1,1,0
8,1,1,0
9,73,4,1
10,141,5,0
11,33,4,0
12,13,5,0
13,54,2,1
14,4,2,0
15,1142,19,1
16,32,3,0
17,10,4,0
18,1,1,0
19,48,3,0
20,4,1,0
21,15,2,0
22,6,2,0
23,11,2,0
24,11,1,0
25,84,11,1
26,7,1,0
27,4,2,0
28,37,5,0
29,51,4,0
30,9,2,0
31,42,3,0
32,112,8,0
33,61,5,0
34,3,2,0
35,248,14,0
36,1,1,0
37,1,1,0
38,38,4,0
39,45,4,0
40,19,3,0
41,30,3,0
42,6,4,0
43,325,20,1
44,38,3,0
45,13,1,0
46,7,1,0
47,33,3,0
48,1,1,0
49,9,2,0
50,51,4,1
51,6,2,0
52,36,2,0
53,21,3,0
54,936,3,0
55,6,2,0
56,1,1,0
57,12,3,0
58,87,7,2
59,2,1,0
60,81,3,0
61,51,8,0
62,10,3,0
63,52,6,0
64,171,14,2
65,12,2,1
66,82,2,0
67,62,4,0
68,27,3,0
69,41,7,0
70,3,1,0
71,353,22,1
72,25,5,0
73,42,5,0
74,2,1,0
75,2,1,0
76,3,1,0
77,6,1,0
78,20,4,0
79,18,5,1
80,21,4,0
81,109,3,1
82,53,6,1
83,10,3,0
84,4,2,0
85,3,2,0
86,10,3,1
87,35,5,0
88,36,6,1
89,48,10,0
90,28,4,0
91,158,7,1
92,18,3,0
93,1,1,0
94,12,2,0
95,54,2,0
96,13,2,0
97,490,21,3
98,29,3,0
99,297,10,1
100,36,2,0
101,32,6,0
102,10,1,0
103,29,3,0
104,66,3,0
105,29,2,1
106,4,2,0
107,19,1,0
108,44,5,0
109,2,2,0
110,60,5,0
111,1,1,0
112,122,7,1
113,27,2,0
114,24,2,0
115,5,2,1
