pasillo,items,uniqueItems,satOrders
0,57,31,29
1,1,1,1
2,106,40,47
3,47,7,7
4,114,53,53
5,131,48,50
6,275,126,129
7,333,153,160
8,87,39,37
9,242,121,116
10,69,32,29
11,312,69,92
12,169,56,63
13,15,8,7
14,45,14,16
15,141,54,54
16,167,37,46
17,347,143,138
18,60,26,26
19,330,143,147
20,270,136,128
21,85,21,20
22,71,37,35
23,113,34,36
24,124,52,67
25,96,40,43
26,345,97,111
27,257,132,134
28,151,60,59
29,250,132,127
30,169,37,39
31,92,25,25
32,4,1,1
33,94,35,51
34,39,6,5
35,82,41,37
36,81,42,43
37,395,163,164
38,422,184,193
39,98,48,47
40,322,146,149
41,49,27,28
42,322,73,101
43,1,1,1
44,117,46,65
45,132,33,41
46,41,7,7
47,182,43,49
48,227,37,45
49,127,45,39
50,317,126,128
51,309,153,141
52,328,133,126
53,26,9,8
54,58,28,26
55,275,58,70
56,89,2,2
57,126,48,66
58,336,106,107
59,81,36,40
60,345,164,167
61,325,129,128
62,81,30,27
63,103,44,46
64,84,19,22
65,2,1,1
66,96,44,51
67,75,37,38
68,374,157,161
69,92,39,36
70,410,144,153
71,115,46,50
72,209,114,112
73,64,27,29
74,149,33,47
75,64,1,1
76,84,20,20
77,111,47,54
78,39,10,12
79,175,64,65
80,93,27,28
81,361,147,140
82,78,38,42
83,301,163,164
84,275,110,107
85,4,4,4
86,73,29,28
87,257,62,71
88,145,2,2
89,119,41,60
90,199,73,74
91,399,169,161
92,60,23,22
93,296,140,127
94,28,12,12
95,136,46,49
96,53,25,26
97,1,1,1
98,114,39,46
99,62,26,29
100,362,126,133
101,61,32,26
102,91,31,26
103,167,29,28
104,104,41,47
105,87,39,38
106,53,16,17
107,110,48,65
108,101,40,45
109,119,47,47
110,235,106,108
111,360,127,128
112,44,22,19
113,287,136,132
114,153,44,50
115,250,69,92
116,1,1,1
117,4,3,3
118,86,42,49
119,9,3,1
120,154,55,61
121,102,31,41
122,107,29,29
123,378,157,160
124,302,122,121
125,46,16,16
126,105,43,41
127,159,39,44
128,126,44,55
129,327,134,134
130,55,22,20
131,111,49,45
132,204,97,95
133,190,100,100
