pasillo,items,uniqueItems,satOrders
0,2142,174,6
1,417,64,0
2,1267,172,4
3,488,60,3
4,461,73,1
5,6518,311,43
6,1613,190,3
7,3637,274,6
8,353,66,1
9,173,48,1
10,970,65,2
11,1,1,0
12,1,1,0
13,1,1,0
14,662,78,3
15,396,62,0
16,1816,180,5
17,530,45,0
18,579,79,1
19,1235,135,1
20,1913,145,4
21,1703,187,4
22,317,51,5
23,8487,342,52
24,811,14,0
25,40,1,1
26,1814,167,3
27,313,63,1
28,1963,207,3
29,689,77,2
30,1620,150,3
31,545,68,0
32,4439,253,17
33,371,45,2
34,1004,115,4
35,2387,2,0
36,176,1,0
37,3,1,0
38,8,4,0
39,2138,214,9
40,614,83,3
41,1946,177,5
42,1066,83,1
43,4786,257,25
44,615,68,2
45,1117,174,0
46,4131,287,10
47,664,96,0
48,889,62,3
49,187,65,0
50,316,63,1
51,1628,24,0
52,2252,200,7
53,538,63,0
54,495,64,2
55,616,68,0
56,2433,143,3
57,5117,293,11
58,1711,167,2
59,502,58,2
60,946,38,1
61,760,42,0
62,79,1,0
63,2,2,0
64,10,1,0
65,1815,188,7
66,244,65,0
67,564,55,0
68,1658,173,3
69,1807,185,3
70,765,91,0
71,837,141,3
72,2592,197,4
73,3805,202,16
74,416,51,1
75,1,1,0
76,1,1,0
77,313,54,1
78,2571,237,12
79,1846,170,5
80,560,66,1
81,5081,288,30
82,489,71,1
83,2393,198,4
84,4474,295,8
85,677,115,3
86,847,67,4
87,449,55,3
88,8,3,1
89,471,61,0
90,1624,197,5
91,579,66,1
92,1326,160,6
93,356,35,3
94,1709,112,3
95,1825,215,5
96,6880,295,35
97,237,42,3
98,341,65,2
99,4011,232,7
100,1517,22,1
101,5,2,0
102,2,2,0
103,2,1,0
104,375,64,1
105,69,14,0
106,914,60,4
107,2368,215,6
108,1220,178,5
109,607,70,1
110,3139,262,14
111,1304,137,4
112,6061,266,30
113,391,52,4
114,415,1,0
115,50,2,0
116,2296,187,4
117,594,73,0
118,1282,152,1
119,568,50,2
120,1406,157,0
121,890,79,1
122,4940,309,49
123,2961,204,11
124,1250,133,3
125,596,55,2
126,535,54,1
127,1838,195,2
128,307,55,0
129,1682,175,4
130,307,51,1
131,6571,307,32
132,537,76,2
133,1432,190,6
134,3722,250,10
135,339,42,0
136,383,23,4
137,356,68,1
138,7,1,0
139,2,2,0
140,430,43,0
141,82,19,1
142,1412,163,3
143,570,63,0
144,1655,154,4
145,386,62,0
146,7179,310,42
147,1480,167,4
148,494,52,5
149,202,40,2
150,8,3,1
151,2045,185,3
152,685,68,1
153,1649,179,3
154,716,80,0
155,485,59,4
156,1593,175,2
157,2931,175,17
158,754,103,5
159,236,41,2
160,564,29,0
