aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
0,26,4,4,0,False,0.011244233237043521
1,75,37,38,1,True,7.917548699359584
2,45,23,23,0,False,4.0339305135121215
3,6,5,5,0,False,1.6120767140862329
4,102,5,5,0,False,0.218355170788374
5,51,28,28,0,False,5.973427597280341
6,86,31,32,0,False,6.831669040782215
7,43,21,21,0,False,5.201730701108102
8,3,2,3,0,False,0.49999750001249993
9,9,7,8,0,False,0.9482523547053556
10,54,11,11,0,False,1.0889494951236516
11,93,33,34,0,False,9.452330050745221
12,31,4,4,0,False,1.2593927377012923
13,47,18,18,0,False,3.0849436870157962
14,42,21,21,0,False,5.475545578818582
15,38,3,3,1,False,0.3561554189687323
16,14,8,8,0,False,1.4276090113531794
17,30,9,9,0,False,1.2210887234255419
18,86,42,42,0,True,14.455102394709119
19,72,30,30,0,False,5.706257665323418
20,105,12,13,0,False,3.485259034944125
21,53,24,25,0,False,3.9071608742881345
22,11,9,9,0,False,3.7324926423794964
23,34,6,6,1,False,0.2683319369026715
24,95,27,28,0,False,5.520989538774584
25,43,27,27,0,False,2.985391404786479
26,68,12,13,0,False,4.064890427069835
27,2,1,1,0,False,0.3333316666749999
28,36,19,19,0,False,5.968681623128224
29,82,2,2,0,False,0.03816649462469503
30,5,1,1,0,False,0.35714107143749996
31,11,3,3,1,False,0.05993828549526868
32,61,33,35,0,False,5.387281971181416
33,63,6,7,0,False,0.4048252766729943
34,34,18,18,0,False,5.770123847990691
35,70,22,22,0,False,4.61991136526761
36,1,1,1,0,False,0.9999900000999989
37,13,3,3,0,False,0.014087185791659355
38,12,7,7,0,False,6.02136851845727
39,17,12,12,0,False,10.392755179581238
40,33,20,20,0,False,2.8707495344275866
41,34,13,13,0,False,2.620442291820032
42,78,10,10,1,False,0.5346129365437353
43,71,33,34,1,False,2.004635580696555
44,78,32,33,0,False,5.846318096927451
45,51,19,19,0,False,3.972828995118257
46,14,4,4,0,False,0.22191834943695693
47,58,7,7,0,False,0.24998389272475757
48,73,30,30,1,False,3.613847092667387
49,61,19,19,0,False,4.379391428431692
50,60,1,1,0,False,0.24999875000625
51,41,22,22,0,False,2.624894766774471
52,12,4,5,0,False,1.3647226208808563
53,29,13,13,0,False,3.899926975500574
54,107,10,10,0,False,0.27602769247960446
55,67,26,27,0,False,4.387191138280024
56,31,15,15,0,False,1.8092125996999358
57,78,3,3,1,False,1.7222086112291657
58,39,18,18,0,False,4.381403361909279
59,2,2,2,0,False,0.2291656770878906
60,23,8,8,0,False,1.2567003926986693
61,68,10,10,1,False,1.224255791953259
62,64,28,29,0,False,7.577016844853484
63,61,35,36,1,False,6.947327907841936
64,114,11,12,0,False,1.4782650703174849
65,1,1,1,0,False,0.015384584615446154
66,42,19,19,1,False,1.1387564575662985
67,3,3,3,0,False,2.000469236815877
68,8,3,3,0,False,2.249978750206248
69,20,5,5,0,False,1.3399574122803757
70,32,12,12,1,False,2.107165449454236
71,78,32,35,0,False,6.669024061896127
72,84,13,15,0,False,1.7540204856049013
73,55,24,24,0,False,6.684900949797658
74,1,1,1,0,False,0.011363622159108666
75,55,23,23,0,False,5.722338596203217
76,2,2,2,0,False,0.3124985937566406
77,21,5,5,0,False,1.2333488415823224
78,7,5,5,0,False,4.014452705714167
79,44,24,25,0,False,4.440197866958696
80,56,20,20,0,False,6.4259231004459965
81,9,1,1,0,False,0.11999976000048002
82,66,27,27,0,False,10.10890874186787
