aisle,items,uniqueItems,contained,satOrders,isUsed,rareness
0,209,44,0,45,False,3.871787919810404
1,264,129,0,138,False,19.95767539620052
2,271,118,0,132,False,17.371005676070368
3,132,54,0,67,False,7.551912204326449
4,111,36,0,38,False,12.67380355649675
5,50,17,0,15,False,6.97791947726523
6,117,29,0,30,False,5.223467856811143
7,26,13,0,13,False,4.574452189818896
8,159,63,0,63,False,7.862378894460756
9,186,89,0,90,False,19.979818643933154
10,385,145,0,162,True,23.801140733734375
11,92,40,0,39,False,3.9541956755642382
12,84,33,0,31,False,11.844844190800666
13,265,84,0,92,False,23.03312874024205
14,83,40,0,42,False,3.9849018173639115
15,33,12,0,17,False,0.33067554015556955
16,138,73,0,114,False,15.438886350754407
17,166,59,0,63,False,14.273613303168002
18,253,101,0,101,False,18.51014761078194
19,137,45,0,41,False,10.11222447528429
20,170,34,0,65,False,5.762273876256054
21,70,17,0,51,False,0.49953593008252795
22,41,16,0,25,False,0.9451105755367907
23,68,31,1,41,False,3.51293785577128
24,259,128,0,144,False,26.47276878668046
25,184,55,0,60,False,8.330941105652942
26,131,61,0,66,False,10.405774081914544
27,344,119,0,137,False,17.723687044501556
28,77,25,0,27,False,9.02786337060291
29,227,41,0,44,False,13.183954508091452
30,122,37,0,42,False,11.991065817631153
31,76,23,0,20,False,9.985681884469955
32,294,79,0,93,False,7.929182859794793
33,283,101,0,107,False,24.73052367782564
34,217,90,0,96,False,15.961409069198776
35,118,46,0,46,False,3.6848136041987476
36,5,1,0,1,False,0.055555462963117294
37,44,29,0,25,False,7.120562827767332
38,267,97,0,105,False,23.031133618667635
39,96,54,0,49,False,7.805768245171638
40,9,4,0,4,False,0.6382512532924416
41,61,51,0,72,False,13.807067725637252
42,151,75,0,86,False,13.169414521679956
43,298,83,0,89,False,18.023005317133475
44,69,38,0,31,False,6.2948181266744845
45,199,89,0,99,False,19.657040119504146
46,109,31,0,62,False,6.341423374459992
47,11,1,0,1,False,0.016272148668740757
48,30,14,0,18,False,1.3682206567584925
49,324,10,1,15,False,1.0090200375679719
50,263,97,0,118,False,22.536843688249668
51,257,108,0,123,False,19.64406499838868
52,149,62,0,62,False,7.371522367213718
53,116,74,0,83,False,9.066169493870818
54,103,27,0,26,False,6.120671815962492
55,202,56,0,57,False,21.29394894913968
56,193,42,0,43,False,11.979222324516995
57,138,33,0,42,False,11.0837508586373
58,128,58,0,51,False,7.11124127809074
59,237,113,0,124,False,17.260656316768955
60,101,39,0,46,False,1.730895539743309
61,229,94,0,102,False,15.585656100487133
62,222,84,0,88,False,23.133137512157376
63,96,41,0,38,False,5.648322678003443
64,62,32,0,27,False,4.941278540799812
65,9,6,0,8,False,0.3102606354907938
66,121,50,0,51,False,3.675854271031273
67,181,81,0,88,False,13.444897786358977
68,120,60,0,58,False,15.691851712735666
69,190,95,0,99,False,21.07345825332448
70,9,1,0,1,False,0.04285708163274053
71,93,3,1,3,False,1.4503066514941358
72,33,14,0,19,False,4.490053170140619
73,73,32,1,42,False,2.4290321696995956
74,233,107,0,124,False,22.059987407455335
75,225,97,0,104,False,16.680989241864964
76,71,36,0,37,False,3.5372158804958684
77,54,24,0,27,False,1.3631144229312089
78,101,37,0,38,False,11.983691627319697
79,300,38,0,47,False,10.391458948311454
80,130,33,0,35,False,7.410310497198767
81,107,57,0,58,False,7.440376053812456
82,163,56,0,60,False,7.451729626098798
83,259,125,0,135,False,20.250559277553528
84,174,65,0,66,False,11.04406129361349
85,68,36,0,35,False,9.773057894557072
86,60,27,0,25,False,6.519636686999026
87,198,71,0,75,False,14.534216949090238
88,19,9,0,12,False,0.21217663874365053
89,223,108,0,124,False,21.578161351581592
90,184,63,0,74,False,12.025429415487517
91,119,57,0,57,False,3.8526152330221506
92,159,54,0,61,False,10.545342320014328
93,50,11,0,15,False,0.48451453451229975
94,102,35,0,55,False,4.844756518760916
95,67,37,0,42,False,10.362725426309945
96,234,94,0,107,False,17.45691903433639
97,168,75,0,74,False,22.041928809362908
98,365,49,0,62,False,17.484288692261273
99,82,37,0,33,False,2.192265423667249
100,72,19,0,20,False,10.624002231804308
