aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
0,149,10,0,2,False,1.5790643891753766
1,13,2,0,1,False,0.00025912185281470727
2,49,4,0,0,False,0.5804584719525993
3,18,2,0,1,False,0.011211166619345724
4,24,5,1,0,False,1.1084534874256895
5,128,13,1,0,False,2.860422592268495
6,8,2,0,0,False,1.0027372391110565
7,133,9,1,0,True,0.5923016195964605
8,34,3,0,0,False,0.48403793731915123
9,17,7,1,2,False,1.3698285381829194
10,162,1,0,0,False,0.08617012659583084
11,4,2,0,0,False,0.042462970668708314
12,68,7,0,0,False,0.34006752789845063
13,18,5,0,0,False,0.3288352824425978
14,72,9,0,3,False,0.10961808763664693
15,44,3,0,0,False,0.10494389675586321
16,334,25,1,0,True,6.653154457038354
17,45,8,0,1,False,1.2395106016984487
18,26,4,0,0,False,0.39640409287891304
19,20,3,0,2,False,0.08027790554888603
20,186,9,0,1,False,0.42230492707793377
21,42,10,0,1,False,1.197046870112751
22,23,3,0,2,False,0.0460112035302145
23,44,6,0,1,False,0.7443377521169596
24,42,10,0,0,False,0.0956019735613482
25,7,4,0,1,False,1.0204982510199319
26,69,11,0,0,False,0.9163418136070877
27,61,4,0,0,False,0.5850172179687446
28,36,4,0,2,False,1.0122871240780673
29,47,9,1,1,False,0.33721622177691896
30,40,4,0,1,False,1.1539029980835251
31,55,4,0,0,False,0.04470548553897598
32,27,7,0,0,False,1.0464338399343032
33,33,4,0,0,False,0.6930386896114266
34,95,6,0,0,False,0.6202724857581896
35,42,11,0,0,False,1.7923957821759078
36,9,2,0,0,False,1.999980000199998
37,2,2,0,0,False,0.012037023019563704
38,10,3,0,0,False,0.0381459248730973
39,129,15,0,2,False,0.8663876835177037
40,21,4,0,2,False,0.07241604142449129
41,15,2,0,0,False,0.0035054254443278835
42,28,3,1,0,False,1.0736425970055414
43,388,25,2,0,False,7.389714391050067
44,60,7,0,0,False,2.3257096030829265
45,409,2,0,1,False,0.016969331855987743
46,379,4,0,0,False,0.496627520207533
47,104,7,0,0,False,1.286747000580351
48,20,3,0,1,False,2.000226268244765
49,45,6,1,0,False,0.1299092643269279
50,49,4,0,2,False,0.38511335862587903
51,114,16,1,0,False,0.3423782984667642
52,80,6,0,2,False,1.1302555077268683
53,13,1,0,0,False,0.04642847857161429
54,39,6,0,1,False,0.15421466561920827
55,133,5,0,0,False,0.8591240299863708
56,75,9,0,1,False,0.2816385927705419
57,47,4,0,2,False,0.08934072008846232
58,139,10,0,1,False,4.751642419629346
59,25,3,0,2,False,0.07158757978291791
60,45,10,0,0,False,1.0050019582266716
61,232,13,0,0,False,7.3629876734304
62,28,3,0,1,False,1.0038107650257042
63,121,14,2,0,False,1.0341449550898727
64,13,2,0,0,False,0.11066615955806029
65,82,4,0,0,False,1.1724717318387063
66,68,13,1,1,False,1.6208965177338879
67,93,7,0,3,False,0.7771853389945892
68,25,5,0,2,False,0.022030190818529492
69,26,2,0,1,False,0.14841286606315227
70,550,33,2,0,False,9.778699820192715
71,7,3,0,0,False,0.41189433820183485
72,50,10,0,0,False,2.4632826276883923
73,6,2,0,0,False,0.04944044398203561
74,98,7,0,0,False,1.3562490430393714
75,1,1,0,0,False,0.08333291666874998
76,27,4,0,2,False,0.1497101456132502
77,18,3,0,0,False,0.00742924546150734
78,58,9,0,2,False,1.2379316110552367
79,61,7,0,2,False,1.5211802323565238
80,98,15,0,2,False,1.4253309666065423
81,37,3,0,1,False,0.0333427892826602
82,64,1,0,0,False,0.49230523078153837
83,66,12,0,0,False,4.6673775294238515
84,17,3,0,1,False,2.249978750206248
85,23,2,0,0,False,0.05350184063210781
86,120,11,0,3,False,1.9061720979112644
87,60,5,0,1,False,0.6338905699955282
88,715,6,0,0,False,0.12122722611544091
89,59,6,1,0,True,0.4029465700483008
90,67,6,0,2,False,2.626590459117018
91,114,13,1,0,False,6.644066569297392
92,88,13,0,0,False,1.4018921833023292
93,1230,8,3,0,False,3.636926386921784
94,37,5,0,1,False,0.0792944361513236
95,59,1,0,0,False,0.0819442395838455
96,40,5,0,0,False,0.12228882421556679
97,30,6,0,1,False,1.6855778462746687
98,12,3,0,1,False,0.05626779661667996
99,73,10,1,0,False,0.30699715389228477
100,131,11,0,0,False,1.5637413045666404
101,25,3,0,0,False,0.19513910348646313
102,370,24,1,0,True,6.452337022049458
103,20,5,0,0,False,2.072219343996135
104,5,2,0,1,False,0.02592589454736318
105,18,5,0,0,False,1.0284473629736792
106,10,4,0,0,False,2.218729062704295
107,44,6,0,1,False,0.3392962146112912
108,39,3,0,0,False,1.009703232975899
109,76,9,0,1,False,2.2057856212232108
110,2,2,0,0,False,1.0076822693309604
111,12,3,0,0,False,1.0053991046607844
112,8,1,0,0,False,0.24999875000624996
113,131,7,0,0,False,0.5042396156171873
114,1,1,0,0,False,0.04545431818295454
115,1,1,0,0,False,0.003048776676834032
116,71,5,0,0,False,1.091489768130597
117,26,5,0,0,False,0.5555318258859921
118,59,5,0,4,False,0.12419737590451894
119,19,6,0,0,False,0.3902891086709513
120,12,1,0,0,False,0.00022732434901586503
121,215,6,1,0,False,2.0686562334191323
122,4,1,0,0,False,0.14285678571517857
123,19,3,0,0,False,0.09246065146564705
