aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
0,1023,120,2,0,False,13.32512430898973
1,1489,162,4,1,False,33.27613096741164
2,878,107,2,2,False,20.08467847756915
3,627,83,0,0,False,23.853672827436522
4,6218,248,10,0,True,67.31703659095304
5,1085,115,1,0,False,17.523366016688872
6,709,102,1,0,False,19.460163355431064
7,3957,319,5,0,True,58.1803511335063
8,278,63,2,0,False,4.366186615949279
9,292,47,0,1,False,7.596855630185504
10,429,23,0,0,False,12.002950827762199
11,6,1,1,1,False,0.049999937500078126
12,1,1,0,0,False,0.9999900000999989
13,1184,123,1,0,False,23.251198826978555
14,455,106,1,0,False,9.761009891236895
15,1251,125,0,1,False,24.103565812264886
16,1099,101,0,0,False,15.76341874558284
17,701,100,0,0,False,18.41290970376373
18,647,98,2,1,False,16.151526773440036
19,2086,188,5,0,False,71.3594042418911
20,5447,254,8,0,True,64.13077586337661
21,924,137,4,0,False,22.399862597788783
22,802,89,3,1,False,19.978748054760374
23,556,26,2,0,False,10.262785940462972
24,7,2,0,0,False,1.0264449887621845
25,7,2,0,0,False,0.03449323717955337
26,1435,136,2,0,False,17.20391703136488
27,1239,136,3,0,False,17.255143895694502
28,1302,119,4,0,False,16.88375179095801
29,749,103,2,0,False,21.436280640739188
30,1049,118,3,0,False,24.917625789231113
31,645,94,1,1,False,7.8512513973531854
32,5084,355,9,0,True,75.31782866071923
33,643,111,4,0,False,14.57587030334112
34,505,59,1,2,False,8.034237671314761
35,2387,2,0,0,False,0.16710236688204289
36,175,1,0,0,False,0.03207476547921217
37,1,1,0,0,False,0.24999875000624996
38,1,1,0,0,False,0.0002702701621622054
39,2,2,0,0,False,0.01423609403937259
40,1441,137,3,0,False,21.83057852759895
41,1554,155,4,0,False,28.273283644427927
42,1450,109,3,1,False,20.85095492460156
43,1218,116,2,1,False,28.18365826961287
44,5745,269,16,0,True,84.52454611431232
45,651,111,2,1,False,14.080993501190912
46,768,87,1,0,False,9.637041667778144
47,4223,350,5,0,True,64.90266360063177
48,612,93,1,1,False,11.91537449537455
49,680,35,0,0,False,19.470565235575588
50,251,38,0,1,False,5.185560159493694
51,9,1,0,0,False,0.10344793103563217
52,10,3,0,0,False,0.07568422094300531
53,921,132,2,1,False,12.575205570710766
54,1629,21,0,0,False,3.8364149539978087
55,1188,133,7,1,False,20.13214761506933
56,1342,138,1,0,False,20.738129015464295
57,658,49,1,0,False,8.963880537787396
58,654,79,2,1,False,15.915981105010566
59,2001,183,6,0,True,56.69955784845682
60,4448,250,4,0,True,66.52049225681844
61,946,114,2,1,False,19.54254757427126
62,574,77,2,0,False,18.35692280330507
63,1205,40,3,0,False,5.269105421867125
64,1003,40,0,0,False,19.787676841238753
65,1,1,0,0,False,0.01136360795461648
66,901,113,2,0,False,16.9286222280088
67,1714,130,2,0,False,12.375977524073784
68,1010,121,2,0,False,25.775666541280184
69,1196,115,2,1,False,16.84872134755349
70,814,112,1,1,False,18.47504960274942
71,633,91,0,0,False,11.132709653858894
72,5497,264,1,0,False,50.161254909866805
73,3255,177,2,0,False,47.841891467595914
74,672,105,2,1,False,18.392279618407642
75,884,76,0,2,False,17.642381886023045
76,8,1,0,0,False,0.004926106675726762
77,1281,150,4,0,False,22.184072437053565
78,1169,120,5,0,False,19.163354353266215
79,1177,145,4,0,False,31.657369950773845
80,1016,115,4,0,False,19.323162225788717
81,4616,268,12,0,True,73.2262765532577
82,1297,100,1,0,False,16.638643611834325
83,979,106,0,0,False,23.770047295153102
84,6144,397,7,0,True,75.85278860936205
85,352,36,2,0,False,15.582716674976858
86,337,72,0,1,False,12.42233261372619
87,499,96,3,1,False,9.598274280826823
88,2,1,0,0,False,0.13333288889037037
89,1,1,0,0,False,0.007352931985305607
90,1286,73,0,0,False,7.733629712868967
91,1129,133,1,1,False,21.580098818334598
92,1113,134,8,0,False,17.620977497493055
93,435,64,1,0,False,13.392939674729815
94,876,107,2,1,False,23.54787428666997
95,2143,135,1,0,True,40.372864821170516
96,5691,275,12,0,False,70.28660211391379
97,1015,110,2,1,False,19.367442274191923
98,805,81,1,1,False,14.24233543524956
99,4281,276,4,0,True,54.23867291720633
100,250,56,0,1,False,11.664562096181157
101,1467,36,0,0,False,5.753045492436468
102,2,1,0,0,False,0.9999900000999989
103,5,2,0,1,False,0.024404737776386153
104,10,3,0,0,False,0.15307377461039326
105,1154,122,2,0,False,15.071955516324316
106,51,12,0,0,False,4.255837361684611
107,1437,124,2,0,False,27.61189646929719
108,1228,102,2,0,False,19.570348929318527
109,835,106,4,0,False,22.17668948371022
110,1069,101,0,0,False,18.167477230615575
111,4557,222,7,0,False,56.78320386987817
112,855,110,6,0,False,17.286387161821292
113,627,93,2,2,False,11.113946769447063
114,4715,300,3,0,True,61.240166963784866
115,1063,2,0,0,False,0.14048548207253028
116,9,2,0,0,False,0.05131350352482587
117,43,3,0,0,False,0.49134305511663356
118,1033,122,3,0,False,26.75931632831988
119,1754,139,2,0,False,22.269119551569712
120,914,110,0,1,False,15.84376443789652
121,840,128,3,0,False,25.261492825820707
122,5885,221,9,0,False,57.5501194172261
123,1246,122,2,0,False,22.330386030728697
124,798,108,3,0,False,23.57371615828528
125,3151,209,8,0,False,63.01607556591686
126,933,100,2,1,False,16.067860893550698
127,376,28,0,0,False,11.901621129002166
128,499,48,1,2,False,7.480944258927225
129,1,1,0,0,False,0.04761888888941799
130,3,1,0,0,False,0.008928565051024965
131,1172,124,3,0,False,21.084796320406294
132,884,126,3,2,False,21.993462507263956
133,1170,129,0,0,False,19.956138111485345
134,818,106,2,0,False,23.33566389607507
