aisle,items,uniqueItems,satOrders,contained,isUsed,rareness
0,14,4,0,7,False,0.07617373355731212
1,69,4,0,1,False,0.31325664168776773
2,4,1,0,1,False,0.00400399955511561
3,5,4,1,6,False,1.0057157072761571
4,29,4,0,0,False,0.2336934809532299
5,4,1,0,0,False,0.033333266666800004
6,174,13,1,1,False,0.9398698802150207
7,1,1,0,3,False,0.0022883283150674774
8,1,1,0,1,False,0.002631577562327599
9,73,4,1,2,False,3.010445417183918
10,141,5,0,1,False,2.13133379250307
11,33,4,0,2,False,0.17105734356143942
12,13,5,0,5,False,0.10475674114394438
13,54,2,1,1,False,0.1841263703724162
14,4,2,0,3,False,0.03678153563233103
15,1142,19,1,0,False,4.197036003576965
16,32,3,0,0,False,2.0019225010633326
17,10,4,0,1,False,0.27044269447175107
18,1,1,0,3,False,0.0022883283150674774
19,48,3,0,1,False,0.4927338548501793
20,4,1,0,0,False,0.0032232051950525447
21,15,2,0,3,False,0.11197739707896275
22,6,2,0,2,False,0.017251444358966833
23,11,2,0,1,False,0.2140445830097816
24,11,1,0,0,False,0.9999900000999989
25,84,11,1,0,False,2.4938624162140854
26,7,1,0,1,False,0.008838376473070113
27,4,2,0,4,False,1.0022783284150663
28,37,5,0,2,False,1.0541605632739424
29,51,4,0,1,False,0.34944138181817985
30,9,2,0,0,False,0.07384579675387869
31,42,3,0,5,False,0.03388377849434033
32,112,8,0,1,False,1.3490272197330762
33,61,5,0,1,False,1.470762997038063
34,3,2,0,0,False,0.002612602486305175
35,248,14,0,0,False,2.0026903849718005
36,1,1,0,0,False,0.0012626252104385874
37,1,1,0,1,False,0.002631577562327599
38,38,4,0,1,False,1.4882273644988886
39,45,4,0,1,False,1.1661598812331484
40,19,3,0,0,False,0.12616929146434266
41,30,3,0,1,False,1.0128105043950923
42,6,4,0,4,False,0.011251896500475872
43,325,20,1,0,True,6.96058448660248
44,38,3,0,2,False,0.026185729175311073
45,13,1,0,0,False,0.2954530681892045
46,7,1,0,0,False,0.0804595019166028
47,33,3,0,3,False,0.21444812907600713
48,1,1,0,3,False,0.0022883283150674774
49,9,2,0,0,False,0.3379612885885931
50,51,4,1,7,False,0.17068483191874656
51,6,2,0,1,False,0.006701626224859897
52,36,2,0,0,False,1.058813333433986
53,21,3,0,0,False,1.0087775010661189
54,936,3,0,1,False,0.42051798687293984
55,6,2,0,4,False,0.06181198902972522
56,1,1,0,0,False,0.003448268965531035
57,12,3,0,3,False,1.006703207399938
58,87,7,2,7,False,0.16539720121308749
59,2,1,0,1,False,0.022222177777866666
60,81,3,0,1,False,0.43179373450791675
61,51,8,0,0,False,2.4218819687342346
62,10,3,0,5,False,0.08154214986474445
63,52,6,0,2,False,0.681929089699559
64,171,14,2,0,False,1.357488452233969
65,12,2,1,2,False,0.26262500211063583
66,82,2,0,0,False,1.0185084980424086
67,62,4,0,2,False,0.12469745077639442
68,27,3,0,2,False,0.13040905904451125
69,41,7,0,1,False,0.5051856528373385
70,3,1,0,0,False,0.9999900000999988
71,353,22,1,0,True,7.840919465518896
72,25,5,0,1,False,0.12209640553117729
73,42,5,0,0,False,0.1010455012849468
74,2,1,0,0,False,0.08333291666874998
75,2,1,0,0,False,0.002001999777557805
76,3,1,0,0,False,0.006122444606417117
77,6,1,0,1,False,0.004834807792578817
78,20,4,0,4,False,0.032313819831210566
79,18,5,1,4,False,1.1450600509683908
80,21,4,0,4,False,0.03915052116531141
81,109,3,1,2,False,1.3460205926964361
82,53,6,1,0,False,2.1377826971847576
83,10,3,0,0,False,1.1452276211333008
84,4,2,0,5,False,0.00657865640769276
85,3,2,0,2,False,0.0034085779076615174
86,10,3,1,3,False,0.0286688641430089
87,35,5,0,3,False,1.6541723283692444
88,36,6,1,7,False,0.5098619989004028
89,48,10,0,0,False,3.203718475450953
90,28,4,0,5,False,0.07854805794421876
91,158,7,1,0,False,3.15508571105228
92,18,3,0,1,False,1.0059169731256634
93,1,1,0,0,False,0.011111088888933333
94,12,2,0,1,False,0.01556886363130083
95,54,2,0,2,False,0.24958942681834603
96,13,2,0,1,False,0.006719706749055178
97,490,21,3,0,True,7.654495522963343
98,29,3,0,0,False,0.03675326918557969
99,297,10,1,0,False,1.235898192185527
100,36,2,0,0,False,0.056550678091666626
101,32,6,0,7,False,1.1321204365062805
102,10,1,0,0,False,0.002480156958618046
103,29,3,0,0,False,1.1153206458678129
104,66,3,0,1,False,0.2719840944021736
105,29,2,1,0,False,0.13650748148299824
106,4,2,0,4,False,0.003453828833068355
107,19,1,0,0,False,0.1130949553578497
108,44,5,0,3,False,0.04752021882076678
109,2,2,0,2,False,0.004672392431133305
110,60,5,0,6,False,0.23950809207217777
111,1,1,0,3,False,0.0022883283150674774
112,122,7,1,0,False,3.3448617894102153
113,27,2,0,2,False,0.21825948896521163
114,24,2,0,0,False,0.01789220476734231
115,5,2,1,6,False,0.011784890822597508
