order,items,uniqueItems,isUsed,rareness
0,1,5177,True,0.9999900000999989
1,1,5158,True,0.015624980468774415
2,1,3529,False,0.9999900000999989
3,1,3948,False,0.9999900000999989
4,1,1622,True,0.9999900000999989
5,1,2905,False,0.9999900000999989
6,1,2454,False,0.9999900000999989
7,1,2704,False,0.9999900000999989
8,1,4222,False,0.9999900000999989
9,4,404,False,0.39999800000999997
10,1,559,False,0.9999900000999989
11,4,10,False,0.9999900000999989
12,1,5216,False,0.9999900000999989
13,1,4277,False,0.9999900000999989
14,1,2714,False,0.9999900000999989
15,1,3711,False,0.1111107407419753
16,1,2044,False,0.9999900000999989
17,1,4189,False,0.9999900000999989
18,1,2761,False,0.24999875000624996
19,1,2729,False,0.24999875000624996
20,1,1111,False,0.9999900000999989
21,1,4916,False,0.9999900000999989
22,1,627,False,0.1111107407419753
23,1,3578,True,0.005050500459140996
24,1,332,True,0.24999875000624996
25,1,563,False,0.9999900000999989
26,1,1243,False,0.9999900000999989
27,1,771,False,0.9999900000999989
28,1,3611,False,0.9999900000999989
29,1,2338,False,0.9999900000999989
30,1,4040,False,0.1111107407419753
31,1,1639,True,0.9999900000999989
32,8,4579,True,0.9999900000999989
33,1,1860,False,0.24999875000624996
34,1,5323,True,0.06249984375039063
35,2,852,False,0.3333316666749999
36,1,929,False,0.06249984375039063
37,1,3695,True,0.039999920000160005
38,1,3951,False,0.24999875000624996
39,1,1245,False,0.9999900000999989
40,1,2623,False,0.06249984375039063
41,1,3716,False,0.24999875000624996
42,1,3815,False,0.1111107407419753
43,1,939,False,0.9999900000999989
44,1,2848,False,0.9999900000999989
45,1,2653,False,0.9999900000999989
46,1,2963,False,0.9999900000999989
47,1,3742,False,0.004444441481483457
48,1,4960,False,0.9999900000999989
49,4,616,False,0.9999900000999989
50,1,5449,False,0.9999900000999989
51,1,1406,False,0.004444441481483457
52,1,3210,False,0.1111107407419753
53,1,4967,False,0.24999875000624996
54,1,1045,False,0.9999900000999989
55,1,446,False,0.00030788171842013645
56,1,3966,False,0.24999875000624996
57,1,1012,False,0.05555537037098765
58,2,3065,False,0.3333316666749999
59,1,2313,False,0.9999900000999989
60,1,3856,False,0.24999875000624996
61,1,1750,False,0.9999900000999989
62,1,3599,False,0.9999900000999989
63,1,5297,False,0.9999900000999989
64,1,545,False,0.9999900000999989
65,5,1859,False,0.999990000099999
66,1,5037,False,0.24999875000624996
67,1,474,False,0.9999900000999989
68,4,3299,False,0.9999900000999989
69,1,3227,False,0.9999900000999989
70,1,2942,False,0.0031746010582024693
71,1,1704,True,0.013888871527799478
72,1,5543,False,0.9999900000999989
73,1,439,False,0.9999900000999989
74,2,770,False,0.9999900000999989
75,1,5257,False,0.9999900000999989
76,6,4025,False,0.9999900000999988
77,1,29,False,0.1111107407419753
78,2,3578,True,0.010101000918281993
79,1,3784,False,0.006666660000006667
80,1,2709,False,0.9999900000999989
81,1,560,False,0.003676468290442613
82,1,4227,False,0.9999900000999989
83,1,914,False,0.9999900000999989
84,2,4702,False,0.16666611111296295
85,1,4825,False,0.9999900000999989
86,1,5532,True,0.24999875000624996
87,2,568,False,0.9999900000999989
88,1,2114,False,0.24999875000624996
89,1,1876,False,0.9999900000999989
90,1,643,False,0.9999900000999989
91,1,4136,False,0.9999900000999989
92,1,2157,False,0.9999900000999989
93,1,2549,False,0.9999900000999989
94,1,2274,False,0.9999900000999989
95,2,154,False,0.9999900000999989
96,1,3137,False,0.9999900000999989
97,1,1829,False,0.012345665294939795
98,1,5470,False,0.9999900000999989
99,1,2065,False,0.00999999000001
100,1,5550,False,0.08333305555648148
101,1,1495,False,0.24999875000624996
102,1,3995,False,0.9999900000999989
103,1,1672,False,0.9999900000999989
104,1,5234,False,0.1111107407419753
105,1,2123,False,0.16666583333749996
106,1,4772,False,0.9999900000999989
107,1,4317,False,0.9999900000999989
108,2,3456,False,0.9999900000999989
109,1,994,False,0.9999900000999989
110,1,213,True,0.002770081644555367
111,1,4519,False,0.24999875000624996
112,1,2429,False,0.9999900000999989
113,1,1250,False,0.9999900000999989
114,1,3704,False,0.9999900000999989
115,1,2439,False,0.008264455296776177
116,1,1828,False,0.06666644444518519
117,1,4165,False,0.9999900000999989
118,1,3588,False,0.24999875000624996
119,15,3177,True,0.9999900000999988
120,1,2407,False,0.06249984375039063
121,1,4661,False,0.0030864180384097316
122,4,3563,False,0.28571285714999994
123,1,233,False,0.9999900000999989
124,1,5602,False,0.24999875000624996
125,1,3682,False,0.039999920000160005
126,1,1836,False,0.9999900000999989
127,8,2884,False,0.9999900000999989
128,1,1994,False,0.9999900000999989
129,1,460,False,0.9999900000999989
130,1,2942,False,0.0031746010582024693
131,2,5325,False,0.07142839285758928
132,1,1307,False,0.9999900000999989
133,4,5418,False,0.9999900000999989
134,1,98,False,0.02272721590923296
135,1,5694,False,0.24999875000624996
136,1,5282,False,0.24999875000624996
137,3,5689,False,0.37499812500937496
138,2,3592,False,0.9999900000999989
139,1,957,False,0.9999900000999989
140,1,4950,False,0.9999900000999989
141,1,701,False,0.24999875000624996
142,2,573,False,0.9999900000999989
143,1,2649,False,0.027777731481558644
