order,items,uniqueItems,isUsed,rareness
0,2,2756,True,1.249988750106249
1,2,6207,False,1.9999800001999979
2,3,3406,False,2.9999700002999967
3,3,3167,True,2.9999700002999967
4,3,1331,True,1.499987500112499
5,6,5451,False,3.9999600003999958
6,4,9668,False,3.9999600003999958
7,2,2826,False,0.9999900000999989
8,2,4423,True,1.249988750106249
9,4,2630,True,2.9999700002999967
10,2,4304,False,1.9999800001999979
11,2,6058,False,1.9999800001999979
12,2,3059,True,1.249988750106249
13,6,6942,False,2.9999700002999967
14,3,8813,False,2.9999700002999967
15,6,2020,False,1.9999800001999979
16,2,4162,True,1.249988750106249
17,3,6169,True,2.9999700002999967
18,5,5174,True,3.1666361114129598
19,2,2551,False,1.9999800001999979
20,2,6155,True,1.9999800001999979
21,2,4091,False,1.9999800001999979
22,2,914,True,1.249988750106249
23,2,3562,False,1.9999800001999979
24,3,4741,False,2.9999700002999967
25,3,3222,False,2.249978750206248
26,4,4789,False,3.9999600003999958
27,3,4659,False,2.9999700002999967
28,3,5472,True,1.9999800001999979
29,2,5234,False,1.9999800001999979
30,2,4273,False,1.9999800001999979
31,2,4851,False,1.9999800001999979
32,5,8365,True,3.9999600003999958
33,2,4405,True,1.0203981342108277
34,3,5818,False,2.9999700002999967
35,2,257,False,1.249988750106249
36,3,5217,False,2.9999700002999967
37,2,3400,False,1.9999800001999979
38,2,2979,True,1.9999800001999979
39,2,5253,True,1.1111007408419742
40,3,9261,False,2.9999700002999967
41,2,2988,False,1.9999800001999979
42,2,3024,False,1.9999800001999979
43,2,3530,True,1.9999800001999979
44,2,4619,False,1.9999800001999979
45,2,2412,False,1.9999800001999979
46,2,3449,False,1.9999800001999979
47,2,6621,False,1.9999800001999979
48,2,2059,False,1.9999800001999979
49,2,2459,False,1.9999800001999979
50,4,8178,False,3.9999600003999958
51,2,1284,False,1.9999800001999979
52,2,4921,False,1.9999800001999979
53,3,6774,False,2.9999700002999967
54,2,2270,False,1.9999800001999979
55,2,4524,False,1.9999800001999979
56,3,3742,True,2.249978750206248
57,2,4486,True,1.9999800001999979
58,2,6073,False,1.9999800001999979
59,2,2328,True,1.9999800001999979
60,2,3277,False,1.9999800001999979
61,2,2890,True,1.9999800001999979
62,4,473,False,0.9999900000999989
63,2,392,False,0.9999900000999989
