order,items,uniqueItems,isUsed,rareness
0,1,747,False,0.9999900000999989
1,1,69,True,0.9999900000999989
2,2,840,False,0.9999900000999989
3,1,1647,False,0.9999900000999989
4,1,490,False,0.9999900000999989
5,1,1642,False,0.9999900000999989
6,1,236,False,0.9999900000999989
7,1,1938,False,0.9999900000999989
8,1,1743,False,0.9999900000999989
9,1,1441,False,0.9999900000999989
10,2,608,False,0.9999900000999989
11,1,150,False,0.9999900000999989
12,1,500,True,0.027777731481558644
13,1,1790,False,0.9999900000999989
14,1,1687,True,0.9999900000999989
15,1,37,False,0.9999900000999989
16,1,1509,False,0.9999900000999989
17,1,140,False,0.9999900000999989
18,2,671,False,0.9999900000999989
19,1,411,False,0.9999900000999989
20,1,2091,True,0.9999900000999989
21,1,75,False,0.9999900000999989
22,1,90,False,0.9999900000999989
23,1,491,False,0.9999900000999989
24,2,224,True,0.9999900000999989
25,2,1240,False,0.9999900000999989
26,2,944,False,0.9999900000999989
27,1,675,False,0.9999900000999989
28,2,310,False,0.9999900000999989
29,1,846,False,0.24999875000624996
30,1,1584,False,0.9999900000999989
31,1,1144,False,0.9999900000999989
32,1,952,False,0.1111107407419753
33,1,482,False,0.9999900000999989
34,1,74,True,0.9999900000999989
35,1,1725,False,0.9999900000999989
36,1,703,False,0.9999900000999989
37,1,1615,False,0.9999900000999989
38,1,1301,False,0.9999900000999989
39,2,1560,False,0.9999900000999989
40,1,570,False,0.027777731481558644
41,1,1645,False,0.9999900000999989
42,1,849,False,0.9999900000999989
43,1,1038,False,0.9999900000999989
44,1,915,False,0.9999900000999989
45,1,662,False,0.9999900000999989
46,1,214,False,0.9999900000999989
47,1,13,False,0.9999900000999989
48,1,129,False,0.9999900000999989
49,1,644,False,0.9999900000999989
50,1,1913,False,0.9999900000999989
51,1,1071,False,0.9999900000999989
52,1,1114,False,0.9999900000999989
53,4,1838,False,0.9999900000999989
54,1,1601,False,0.9999900000999989
55,1,1108,False,0.9999900000999989
56,1,1490,False,0.9999900000999989
57,1,1726,False,0.9999900000999989
58,1,508,False,0.9999900000999989
59,1,356,False,0.9999900000999989
60,1,1149,True,0.24999875000624996
61,1,1012,False,0.9999900000999989
62,1,1386,False,0.9999900000999989
63,1,1164,False,0.9999900000999989
64,1,1961,False,0.9999900000999989
65,1,1352,False,0.9999900000999989
66,1,1360,False,0.9999900000999989
67,1,552,False,0.9999900000999989
68,1,871,False,0.9999900000999989
69,1,287,False,0.9999900000999989
70,1,1978,False,0.16666583333749996
71,1,1537,False,0.9999900000999989
72,2,1652,False,0.9999900000999989
73,1,1236,False,0.9999900000999989
74,1,857,False,0.9999900000999989
75,1,142,False,0.24999875000624996
76,1,614,False,0.9999900000999989
77,1,481,False,0.9999900000999989
78,4,399,False,0.9999900000999989
79,1,820,False,0.9999900000999989
80,1,1669,False,0.24999875000624996
81,1,126,True,0.9999900000999989
82,1,943,False,0.9999900000999989
83,1,667,False,0.9999900000999989
84,1,2099,False,0.9999900000999989
85,1,2102,False,0.9999900000999989
86,1,1461,False,0.9999900000999989
87,1,2023,True,0.9999900000999989
88,1,1176,False,0.9999900000999989
89,1,570,False,0.027777731481558644
90,1,756,False,0.9999900000999989
91,1,89,False,0.9999900000999989
92,1,251,False,0.9999900000999989
93,2,206,False,0.9999900000999989
94,2,234,False,0.9999900000999989
95,1,253,False,0.9999900000999989
96,1,870,False,0.9999900000999989
97,1,1587,False,0.9999900000999989
98,1,44,False,0.9999900000999989
99,2,1306,False,0.9999900000999989
100,1,1531,False,0.9999900000999989
101,1,1834,False,0.24999875000624996
102,1,1881,False,0.9999900000999989
103,1,1995,False,0.9999900000999989
104,1,1065,False,0.9999900000999989
105,1,1846,False,0.9999900000999989
106,1,1933,False,0.9999900000999989
107,1,1392,True,0.9999900000999989
108,1,132,True,0.9999900000999989
109,1,488,False,0.9999900000999989
110,1,470,False,0.9999900000999989
111,1,1336,False,0.9999900000999989
112,1,304,False,0.9999900000999989
113,1,1992,False,0.9999900000999989
114,1,1690,False,0.9999900000999989
115,1,1563,False,0.24999875000624996
116,1,2064,False,0.9999900000999989
117,1,617,False,0.9999900000999989
118,1,1137,False,0.9999900000999989
119,5,730,False,0.999990000099999
120,1,1975,False,0.9999900000999989
121,2,1826,False,0.9999900000999989
122,1,382,False,0.9999900000999989
123,1,828,False,0.9999900000999989
124,1,1985,False,0.020408134110828823
125,1,648,False,0.9999900000999989
126,1,1158,False,0.9999900000999989
127,1,1682,False,0.9999900000999989
128,1,900,False,0.9999900000999989
129,1,271,False,0.9999900000999989
130,2,581,False,0.9999900000999989
131,1,1982,False,0.9999900000999989
132,1,1417,True,0.9999900000999989
133,1,1208,False,0.9999900000999989
134,1,1918,False,0.9999900000999989
135,1,1762,False,0.9999900000999989
136,1,1571,False,0.9999900000999989
137,1,1373,False,0.9999900000999989
138,1,1888,False,0.9999900000999989
139,1,205,False,0.9999900000999989
140,1,504,False,0.9999900000999989
141,1,890,True,0.9999900000999989
142,2,1501,False,0.3333316666749999
143,1,1297,False,0.9999900000999989
144,1,2058,True,0.01960777777799564
145,1,727,False,0.9999900000999989
146,1,956,False,0.9999900000999989
147,1,1616,False,0.9999900000999989
148,1,1928,False,0.9999900000999989
149,1,1064,False,0.9999900000999989
150,2,2078,False,0.9999900000999989
151,1,800,False,0.9999900000999989
152,1,18,False,0.9999900000999989
153,1,109,False,0.9999900000999989
154,2,526,False,0.9999900000999989
155,1,605,False,0.9999900000999989
156,1,210,False,0.9999900000999989
157,2,103,False,0.9999900000999989
158,1,36,False,0.9999900000999989
