order,items,uniqueItems,isUsed,rareness
0,1,239,False,0.9999900000999989
1,2,5652,False,0.9999900000999989
2,1,7161,True,0.9999900000999989
3,1,70,False,0.9999900000999989
4,1,395,False,0.24999875000624996
5,1,6567,False,0.9999900000999989
6,1,580,True,0.24999875000624996
7,1,4640,False,0.9999900000999989
8,1,1907,False,0.9999900000999989
9,1,3785,False,0.9999900000999989
10,1,1666,True,0.033333266666800004
11,1,7264,False,0.9999900000999989
12,1,6840,False,0.9999900000999989
13,1,4717,True,0.9999900000999989
14,1,183,False,0.1111107407419753
15,1,5844,False,0.24999875000624996
16,1,619,False,0.9999900000999989
17,1,4192,False,0.9999900000999989
18,1,705,False,0.9999900000999989
19,1,5491,False,0.9999900000999989
20,1,6706,False,0.9999900000999989
21,1,405,False,0.9999900000999989
22,1,5479,True,0.9999900000999989
23,1,3028,False,0.9999900000999989
24,1,7274,False,0.9999900000999989
25,1,4495,True,0.0033333311111125924
26,1,1999,False,0.9999900000999989
27,1,6286,True,0.9999900000999989
28,1,4479,False,0.9999900000999989
29,1,3049,False,0.9999900000999989
30,1,7249,False,0.9999900000999989
31,1,6697,False,0.9999900000999989
32,1,4157,False,0.9999900000999989
33,1,3247,False,0.9999900000999989
34,1,1736,False,0.9999900000999989
35,1,3395,False,0.9999900000999989
36,1,270,False,0.9999900000999989
37,1,2369,False,0.9999900000999989
38,1,4889,False,0.9999900000999989
39,2,6130,True,0.3333316666749999
40,1,1638,True,0.1111107407419753
41,1,4105,False,0.9999900000999989
42,1,2437,False,0.9999900000999989
43,2,2637,False,0.9999900000999989
44,1,4204,False,0.9999900000999989
45,1,1095,False,0.9999900000999989
46,1,5676,False,0.9999900000999989
47,1,6222,False,0.9999900000999989
48,1,6368,False,0.9999900000999989
49,1,2805,True,0.9999900000999989
50,1,6514,False,0.9999900000999989
51,2,6058,False,0.9999900000999989
52,1,2457,False,0.9999900000999989
53,1,3053,False,0.9999900000999989
54,1,2733,True,0.9999900000999989
55,1,3797,False,0.9999900000999989
56,1,1120,False,0.9999900000999989
57,8,2761,False,0.9999900000999989
58,1,3436,False,0.9999900000999989
59,2,5935,False,0.9999900000999989
60,1,3573,False,0.24999875000624996
61,1,1782,False,0.9999900000999989
62,1,548,False,0.9999900000999989
63,1,3228,False,0.24999875000624996
64,1,7344,True,0.9999900000999989
65,1,4826,False,0.9999900000999989
66,1,2655,True,0.9999900000999989
67,1,3262,False,0.16666583333749996
68,1,7185,False,0.9999900000999989
69,1,6781,False,0.9999900000999989
70,1,6027,False,0.24999875000624996
71,1,2508,True,0.006944438657412231
72,1,7030,False,0.9999900000999989
73,1,6715,False,0.9999900000999989
74,1,2820,False,0.9999900000999989
75,1,6060,False,0.9999900000999989
76,1,27,False,0.9999900000999989
77,1,7409,False,0.9999900000999989
78,1,251,False,0.9999900000999989
79,1,3553,False,0.24999875000624996
80,1,189,False,0.9999900000999989
81,1,6142,True,0.9999900000999989
82,1,4515,False,0.9999900000999989
83,1,671,False,0.9999900000999989
84,1,1055,False,0.9999900000999989
85,1,3653,False,0.9999900000999989
86,1,2511,False,0.9999900000999989
87,1,2472,False,0.9999900000999989
88,1,5981,False,0.9999900000999989
89,1,4145,True,0.9999900000999989
90,2,2641,False,0.9999900000999989
91,1,215,False,0.24999875000624996
92,1,2085,False,0.9999900000999989
93,2,2433,True,0.9999900000999989
94,1,7450,False,0.24999875000624996
95,1,1482,False,0.9999900000999989
96,3,3872,True,0.9999900000999988
97,1,336,False,0.9999900000999989
98,1,546,False,0.9999900000999989
99,1,729,False,0.9999900000999989
100,1,3849,False,0.9999900000999989
101,1,286,False,0.9999900000999989
102,1,2578,True,0.9999900000999989
103,1,3354,True,0.9999900000999989
104,1,2751,False,0.9999900000999989
105,1,3454,False,0.9999900000999989
106,1,7236,False,0.9999900000999989
107,1,5317,False,0.9999900000999989
108,1,5086,True,0.9999900000999989
109,2,7251,False,0.9999900000999989
110,1,5188,True,0.9999900000999989
111,1,6902,False,0.9999900000999989
112,1,449,False,0.9999900000999989
113,1,3719,False,0.9999900000999989
114,2,3114,False,0.9999900000999989
115,1,1188,False,0.9999900000999989
116,1,5501,False,0.9999900000999989
117,1,5419,False,0.9999900000999989
118,1,3369,False,0.9999900000999989
119,1,5645,False,0.9999900000999989
120,1,4403,False,0.9999900000999989
121,1,4559,False,0.9999900000999989
122,1,5549,False,0.24999875000624996
123,1,5246,False,0.9999900000999989
124,1,2866,False,0.9999900000999989
125,1,6090,False,0.9999900000999989
126,1,1460,False,0.9999900000999989
127,1,1786,False,0.9999900000999989
128,1,1272,False,0.9999900000999989
129,1,4443,False,0.9999900000999989
130,1,3093,False,0.24999875000624996
131,4,1394,False,0.9999900000999989
132,1,3702,False,0.9999900000999989
133,1,107,False,0.9999900000999989
134,1,6985,False,0.9999900000999989
135,1,2341,True,0.9999900000999989
136,1,261,False,0.9999900000999989
137,1,3302,True,0.24999875000624996
138,2,5125,False,0.9999900000999989
139,1,827,False,0.24999875000624996
140,1,1,True,0.24999875000624996
141,1,5330,False,0.9999900000999989
142,1,2724,False,0.9999900000999989
143,1,2521,False,0.9999900000999989
144,1,1384,False,0.9999900000999989
145,1,1227,False,0.9999900000999989
146,1,5857,True,0.9999900000999989
147,2,4136,False,0.9999900000999989
148,1,4935,False,0.9999900000999989
149,3,7253,False,0.9999900000999988
150,1,3254,False,0.9999900000999989
151,1,5553,False,0.9999900000999989
152,1,4238,False,0.06249984375039063
153,1,4597,True,0.9999900000999989
154,1,4153,False,0.9999900000999989
155,1,2106,False,0.9999900000999989
156,1,5648,False,0.9999900000999989
