order,items,uniqueItems,isUsed,rareness
0,1,8483,False,0.9999900000999989
1,1,3761,True,0.9999900000999989
2,1,9031,False,0.9999900000999989
3,1,7460,False,0.9999900000999989
4,1,1728,False,0.9999900000999989
5,1,5431,False,0.9999900000999989
6,1,7880,False,0.9999900000999989
7,1,5937,False,0.24999875000624996
8,1,4218,False,0.9999900000999989
9,1,10504,False,0.24999875000624996
10,1,4160,False,0.1111107407419753
11,1,6217,True,0.24999875000624996
12,1,7918,False,0.003968251133788873
13,1,10540,False,0.9999900000999989
14,2,10239,False,0.9999900000999989
15,1,5832,True,0.013888871527799478
16,1,1194,False,0.9999900000999989
17,2,9087,False,0.9999900000999989
18,1,1538,False,0.9999900000999989
19,1,1073,False,0.9999900000999989
20,1,5786,False,0.9999900000999989
21,1,5590,False,0.24999875000624996
22,1,595,False,0.9999900000999989
23,1,3941,False,0.9999900000999989
24,1,8441,False,0.9999900000999989
25,1,10038,False,0.9999900000999989
26,1,3944,False,0.9999900000999989
27,1,1680,False,0.9999900000999989
28,1,1267,False,0.9999900000999989
29,1,10347,False,0.9999900000999989
30,1,4849,False,0.9999900000999989
31,1,6165,False,0.1111107407419753
32,1,9650,False,0.9999900000999989
33,1,5061,False,0.9999900000999989
34,1,6484,True,0.9999900000999989
35,1,9165,False,0.24999875000624996
36,1,10279,False,0.9999900000999989
37,1,738,False,0.9999900000999989
38,1,3959,False,0.9999900000999989
39,2,5473,False,0.9999900000999989
40,1,1651,False,0.9999900000999989
41,1,419,False,0.9999900000999989
42,4,3563,False,0.19047555555767196
43,1,3852,False,0.9999900000999989
44,1,1104,False,0.9999900000999989
45,1,7336,False,0.9999900000999989
46,2,664,False,0.9999900000999989
47,1,9464,False,0.16666583333749996
48,1,3883,True,0.9999900000999989
49,1,4213,True,0.9999900000999989
50,1,676,False,0.9999900000999989
51,1,7502,False,0.9999900000999989
52,1,3884,False,0.1111107407419753
53,1,6914,True,0.9999900000999989
54,1,841,False,0.9999900000999989
55,1,5402,False,0.9999900000999989
56,1,7940,True,0.9999900000999989
57,2,3376,False,0.9999900000999989
58,1,10515,False,0.9999900000999989
59,1,6481,False,0.9999900000999989
60,1,9289,True,0.015624980468774415
61,1,5567,True,0.9999900000999989
62,4,1461,False,0.9999900000999989
63,1,9634,False,0.9999900000999989
64,1,9025,False,0.9999900000999989
65,1,6666,False,0.9999900000999989
66,1,2189,False,0.9999900000999989
67,1,137,False,0.9999900000999989
68,1,7792,False,0.9999900000999989
69,1,9164,False,0.9999900000999989
70,1,10489,False,0.9999900000999989
71,1,7879,False,0.9999900000999989
72,1,1390,False,0.9999900000999989
73,1,1766,False,0.24999875000624996
74,2,1402,False,0.9999900000999989
75,1,9824,True,0.9999900000999989
76,1,9166,False,0.9999900000999989
77,1,4965,False,0.9999900000999989
78,1,27,False,0.9999900000999989
79,1,7357,False,0.9999900000999989
80,1,9204,False,0.9999900000999989
81,1,3442,True,0.9999900000999989
82,1,10918,False,0.9999900000999989
83,1,9642,False,0.9999900000999989
84,1,188,False,0.9999900000999989
85,1,749,False,0.9999900000999989
86,1,199,False,0.9999900000999989
87,1,5784,False,0.9999900000999989
88,1,8829,False,0.015624980468774415
89,1,6557,True,0.06249984375039063
90,1,10081,False,0.9999900000999989
91,1,1761,False,0.9999900000999989
92,1,3071,True,0.9999900000999989
93,1,2471,False,0.9999900000999989
94,1,743,False,0.9999900000999989
95,1,9183,True,0.000425531824354931
96,1,8219,False,0.9999900000999989
97,1,148,False,0.9999900000999989
98,1,5807,False,0.9999900000999989
99,1,2694,False,0.9999900000999989
100,4,9535,False,0.9999900000999989
101,1,4612,False,0.9999900000999989
102,1,5389,True,0.24999875000624996
103,1,3509,False,0.9999900000999989
104,1,5008,False,0.9999900000999989
105,1,619,False,0.9999900000999989
106,1,8697,True,0.9999900000999989
107,1,9831,False,0.24999875000624996
108,1,6452,True,0.9999900000999989
109,1,5273,False,0.06249984375039063
110,1,10112,False,0.9999900000999989
111,1,3763,False,0.9999900000999989
112,4,2763,False,0.9999900000999989
113,1,8607,False,0.9999900000999989
114,1,2746,False,0.9999900000999989
115,1,4604,False,0.9999900000999989
116,1,2637,False,0.9999900000999989
117,1,8860,True,0.9999900000999989
118,1,9828,False,0.9999900000999989
119,1,6964,True,0.9999900000999989
120,1,7801,False,0.9999900000999989
121,1,3759,False,0.9999900000999989
122,1,6597,False,0.9999900000999989
123,1,1281,True,0.24999875000624996
124,1,46,False,0.06249984375039063
125,1,10041,True,0.9999900000999989
126,1,5921,False,0.9999900000999989
127,1,2454,False,0.9999900000999989
128,1,9660,False,0.9999900000999989
129,1,1362,False,0.9999900000999989
130,1,413,False,0.9999900000999989
131,1,10758,False,0.008546999050342936
132,1,1757,False,0.1111107407419753
133,1,9326,False,0.9999900000999989
