order,items,uniqueItems,isUsed,rareness
0,1,1803,False,0.9999900000999989
1,1,4926,True,0.9999900000999989
2,1,6080,True,0.9999900000999989
3,1,2245,False,0.24999875000624996
4,1,1888,False,0.039999920000160005
5,1,5850,False,0.9999900000999989
6,1,6834,False,0.9999900000999989
7,1,5983,False,0.08333305555648148
8,1,5999,False,0.9999900000999989
9,1,4907,False,0.1111107407419753
10,1,5442,False,0.9999900000999989
11,1,2824,False,0.9999900000999989
12,1,4824,False,0.1111107407419753
13,1,3089,False,0.015624980468774415
14,4,6866,False,0.16666611111296295
15,1,6684,False,0.9999900000999989
16,2,2969,False,0.9999900000999989
17,1,6808,False,0.9999900000999989
18,1,3830,False,0.9999900000999989
19,6,5994,False,0.9999900000999988
20,1,1064,False,0.9999900000999989
21,1,3268,False,0.9999900000999989
22,1,7031,False,0.9999900000999989
23,1,1699,False,0.9999900000999989
24,1,5665,False,0.9999900000999989
25,1,6022,False,0.24999875000624996
26,1,2244,False,0.1111107407419753
27,1,6336,False,0.24999875000624996
28,2,3176,False,0.3333316666749999
29,1,2823,False,0.000918273367281716
30,1,2044,True,0.049999875000312506
31,1,2560,False,0.24999875000624996
32,1,5768,False,0.9999900000999989
33,4,2760,True,0.9999900000999989
34,1,4443,False,0.9999900000999989
35,1,6638,False,0.9999900000999989
36,2,1054,True,0.24999875000624996
37,10,3848,False,0.999990000099999
38,1,3370,False,0.9999900000999989
39,1,7010,False,0.9999900000999989
40,1,1144,False,0.24999875000624996
41,1,2675,False,0.9999900000999989
42,1,3939,False,0.24999875000624996
43,4,5510,False,0.9999900000999989
44,1,1999,False,0.9999900000999989
45,1,6904,False,0.9999900000999989
46,1,3104,False,0.9999900000999989
47,1,2444,False,0.9999900000999989
48,1,589,False,0.9999900000999989
49,2,5700,False,0.02083330729169922
50,6,1457,False,0.1111107407419753
51,1,5528,False,0.020408134110828823
52,1,4716,False,0.02380948412705027
53,1,1536,False,0.24999875000624996
54,1,868,False,0.24999875000624996
55,2,5499,False,0.9999900000999989
56,1,441,False,0.9999900000999989
57,1,3175,True,0.9999900000999989
