order,items,uniqueItems,isUsed,rareness
0,1,757,True,0.9999900000999989
1,1,414,True,0.9999900000999989
2,1,908,True,0.9999900000999989
3,1,593,False,0.9999900000999989
4,1,182,False,0.9999900000999989
5,1,6,False,0.9999900000999989
6,1,318,False,0.9999900000999989
7,1,725,True,0.24999875000624996
8,1,412,False,0.9999900000999989
9,1,432,False,0.9999900000999989
10,1,312,False,0.9999900000999989
11,1,732,False,0.9999900000999989
12,1,1015,True,0.9999900000999989
13,1,35,False,0.9999900000999989
14,1,80,False,0.9999900000999989
15,1,820,True,0.9999900000999989
16,1,639,False,0.24999875000624996
17,1,376,True,0.9999900000999989
18,1,124,True,0.9999900000999989
19,1,909,False,0.9999900000999989
20,1,721,False,0.9999900000999989
21,1,463,False,0.9999900000999989
22,1,741,False,0.9999900000999989
23,1,347,False,0.9999900000999989
24,1,906,True,0.9999900000999989
25,1,250,True,0.9999900000999989
26,1,518,False,0.24999875000624996
27,1,1002,False,0.9999900000999989
28,1,690,False,0.9999900000999989
29,1,890,False,0.9999900000999989
30,1,201,False,0.9999900000999989
31,1,465,False,0.9999900000999989
32,1,36,False,0.9999900000999989
33,1,833,False,0.9999900000999989
34,1,687,False,0.9999900000999989
35,1,884,True,0.9999900000999989
36,1,984,False,0.9999900000999989
37,1,743,True,0.9999900000999989
38,1,764,False,0.9999900000999989
39,1,993,False,0.9999900000999989
40,1,745,False,0.9999900000999989
41,1,9,False,0.039999920000160005
42,1,276,True,0.9999900000999989
43,1,380,False,0.9999900000999989
44,1,164,False,0.9999900000999989
45,1,761,False,0.039999920000160005
46,1,839,False,0.9999900000999989
47,1,194,True,0.9999900000999989
48,1,903,False,0.9999900000999989
49,1,416,False,0.9999900000999989
50,1,758,False,0.9999900000999989
51,1,844,False,0.9999900000999989
52,1,589,False,0.9999900000999989
53,1,553,True,0.9999900000999989
54,1,831,False,0.9999900000999989
55,1,190,False,0.9999900000999989
56,1,277,False,0.9999900000999989
57,1,240,True,0.9999900000999989
58,1,146,False,0.9999900000999989
59,1,98,True,0.9999900000999989
60,1,1038,False,0.9999900000999989
61,1,776,False,0.9999900000999989
62,1,342,False,0.9999900000999989
63,1,875,True,0.9999900000999989
64,1,706,False,0.9999900000999989
65,1,761,False,0.039999920000160005
66,1,616,False,0.9999900000999989
67,1,133,True,0.9999900000999989
68,1,350,False,0.9999900000999989
69,1,969,True,0.24999875000624996
70,1,691,False,0.9999900000999989
71,1,969,True,0.24999875000624996
72,1,130,False,0.24999875000624996
73,1,617,False,0.9999900000999989
74,1,558,False,0.9999900000999989
75,1,152,False,0.9999900000999989
76,1,24,False,0.9999900000999989
77,1,748,False,0.9999900000999989
78,1,39,False,0.9999900000999989
79,1,581,False,0.9999900000999989
80,1,537,False,0.9999900000999989
81,1,994,False,0.9999900000999989
82,1,941,False,0.9999900000999989
83,1,1047,False,0.9999900000999989
84,1,145,True,0.24999875000624996
85,1,120,False,0.9999900000999989
86,1,625,False,0.9999900000999989
87,1,461,False,0.9999900000999989
88,1,38,False,0.06249984375039063
89,1,572,True,0.24999875000624996
90,1,287,False,0.9999900000999989
91,1,899,False,0.9999900000999989
92,1,646,False,0.9999900000999989
93,1,41,False,0.1111107407419753
94,1,603,False,0.9999900000999989
95,1,830,False,0.9999900000999989
96,1,149,False,0.9999900000999989
97,1,893,False,0.9999900000999989
98,1,404,True,0.9999900000999989
99,1,967,False,0.9999900000999989
100,1,953,False,0.9999900000999989
101,1,319,False,0.9999900000999989
102,1,728,False,0.9999900000999989
103,1,1043,False,0.9999900000999989
