order,items,uniqueItems,isUsed,rareness
0,2,208,False,0.9999900000999989
1,3,114,True,1.0357041965287936
2,2,258,False,1.9999800001999979
3,3,71,False,1.9999800001999979
4,2,215,False,1.9999800001999979
5,9,448,True,2.2380745041705503
6,3,276,False,1.9999800001999979
7,2,391,False,1.9999800001999979
8,2,162,False,1.9999800001999979
9,14,1457,True,10.399898001009987
10,2,320,False,1.9999800001999979
11,2,165,False,1.9999800001999979
12,3,316,True,2.9999700002999967
13,2,249,False,1.9999800001999979
14,3,195,False,2.9999700002999967
15,2,346,True,1.249988750106249
16,2,173,False,1.9999800001999979
17,5,335,False,3.249968750306247
18,2,217,False,1.9999800001999979
19,2,146,False,1.9999800001999979
20,2,239,False,1.9999800001999979
21,2,152,False,1.9999800001999979
22,4,247,False,3.9999600003999958
23,2,369,False,1.9999800001999979
24,2,283,False,1.9999800001999979
25,11,1035,False,7.999920000799991
26,2,73,False,1.9999800001999979
27,3,437,False,2.9999700002999967
28,2,196,True,1.9999800001999979
29,2,91,False,1.9999800001999979
30,2,41,False,1.9999800001999979
31,2,127,False,1.9999800001999979
32,3,107,False,2.9999700002999967
33,5,623,True,4.999950000499995
34,4,439,False,3.9999600003999958
35,8,452,False,2.9999700002999967
36,2,237,False,1.9999800001999979
37,2,281,False,1.9999800001999979
38,7,285,False,3.249968750306247
39,2,26,False,1.9999800001999979
40,2,234,False,1.9999800001999979
41,3,361,False,2.9999700002999967
42,2,343,False,1.9999800001999979
43,7,526,True,3.0999695003024965
44,4,218,True,1.3749881251093738
45,2,279,False,1.9999800001999979
46,2,171,False,1.9999800001999979
47,3,282,False,2.9999700002999967
48,2,152,False,1.9999800001999979
49,3,426,False,2.9999700002999967
50,3,454,False,2.9999700002999967
51,3,464,False,2.9999700002999967
52,3,450,False,2.9999700002999967
53,4,381,False,3.9999600003999958
54,5,405,False,4.999950000499995
55,4,275,False,2.9999700002999967
56,3,260,False,1.9999800001999979
57,3,384,False,2.9999700002999967
58,2,218,False,1.249988750106249
59,11,854,False,4.404720198820316
60,2,302,False,1.9999800001999979
61,24,2636,False,20.1247993770031
62,3,336,False,2.9999700002999967
63,2,124,False,1.9999800001999979
64,2,73,False,1.9999800001999979
65,4,359,False,3.9999600003999958
66,10,742,False,6.999930000699992
67,14,1597,False,12.999870001299984
68,7,268,False,0.4047601984203207
69,4,304,False,2.9999700002999967
