order,items,uniqueItems,isUsed,rareness
0,4,521,False,3.9999600003999958
1,3,299,False,2.9999700002999967
2,2,340,False,1.9999800001999979
3,5,544,False,4.999950000499995
4,3,214,True,1.9999800001999979
5,4,426,False,3.249968750306247
6,5,656,False,4.249958750406246
7,2,236,False,1.9999800001999979
8,2,186,False,1.9999800001999979
9,3,322,True,2.9999700002999967
10,5,456,True,2.9999700002999967
11,5,404,False,2.249978750206248
12,7,680,False,6.999930000699992
13,12,357,False,1.9999800001999979
14,2,231,False,1.9999800001999979
15,5,551,False,2.9999700002999967
16,4,495,False,3.9999600003999958
17,2,66,False,1.9999800001999979
18,11,1062,False,10.999890001099986
19,4,502,False,2.9999700002999967
20,2,192,False,1.9999800001999979
21,2,237,False,1.9999800001999979
22,9,662,True,4.999950000499995
23,3,253,False,2.9999700002999967
24,2,315,False,1.9999800001999979
25,3,394,False,2.9999700002999967
26,5,316,False,2.9999700002999967
27,2,112,False,1.9999800001999979
28,2,290,False,1.9999800001999979
29,2,159,True,1.9999800001999979
30,2,211,False,1.9999800001999979
31,3,400,False,2.9999700002999967
32,2,164,False,1.9999800001999979
33,8,220,False,1.9999800001999977
34,8,1164,False,7.999920000799991
35,11,1094,False,5.999940000599993
36,4,152,False,3.9999600003999958
37,2,247,False,1.9999800001999979
38,2,235,False,1.9999800001999979
39,3,624,False,2.9999700002999967
40,2,398,False,1.9999800001999979
41,3,404,False,2.9999700002999967
42,2,153,False,1.9999800001999979
43,2,121,False,0.9999900000999989
44,2,267,False,1.9999800001999979
45,2,207,False,1.9999800001999979
46,2,216,False,1.9999800001999979
47,6,421,False,2.9999700002999967
48,2,211,False,1.9999800001999979
49,2,247,False,1.9999800001999979
50,13,95,False,2.999970000299997
51,6,566,False,5.2499487505062445
52,2,280,False,1.249988750106249
53,7,1197,False,6.999930000699992
54,3,327,False,2.9999700002999967
55,9,478,False,3.9999600003999958
56,3,406,False,2.249978750206248
57,7,185,True,0.9999900000999988
58,5,561,False,4.999950000499995
59,2,124,False,1.9999800001999979
60,5,355,False,1.9999800001999979
61,4,566,False,2.9999700002999967
62,2,69,False,0.9999900000999989
63,5,235,True,1.9999800001999979
64,3,377,False,2.9999700002999967
65,10,262,False,1.999980000199998
66,2,277,False,1.9999800001999979
67,2,276,False,1.9999800001999979
68,3,299,False,2.9999700002999967
69,6,598,False,5.999940000599993
70,2,346,False,1.9999800001999979
71,10,553,False,3.9999600003999958
72,10,265,True,1.999980000199998
73,3,91,False,2.9999700002999967
74,4,429,False,1.9999800001999979
75,3,422,False,2.9999700002999967
76,3,433,False,2.9999700002999967
77,4,426,False,2.9999700002999967
78,1,96,False,0.9999900000999989
79,6,763,False,5.999940000599993
80,4,339,False,1.9999800001999979
81,3,383,False,2.9999700002999967
