order,items,uniqueItems,isUsed,rareness
0,5,738,False,2.9999700002999967
1,3,359,False,2.9999700002999967
2,3,468,False,2.9999700002999967
3,4,672,False,3.9999600003999958
4,3,716,True,2.9999700002999967
5,2,360,False,1.9999800001999979
6,2,417,False,1.9999800001999979
7,8,641,False,2.9999700002999967
8,2,291,False,1.9999800001999979
9,2,632,False,1.9999800001999979
10,2,262,False,1.9999800001999979
11,3,303,False,2.9999700002999967
12,2,267,False,1.9999800001999979
13,2,435,False,1.9999800001999979
14,5,870,False,4.999950000499995
15,3,134,False,0.9999900000999988
16,2,416,False,1.9999800001999979
17,2,472,False,1.9999800001999979
18,4,561,False,3.9999600003999958
19,4,540,False,1.9999800001999977
20,2,262,False,1.9999800001999979
21,2,262,False,1.9999800001999979
22,13,156,False,2.3333116668749976
23,2,503,False,1.9999800001999979
24,6,569,False,2.9999700002999967
25,3,129,True,1.249988750106249
26,2,336,False,1.9999800001999979
27,2,86,False,0.9999900000999989
28,7,303,False,1.9999800001999977
29,8,1127,False,4.999950000499995
30,5,942,False,4.999950000499995
31,5,697,False,2.3124785939566386
32,2,326,False,1.9999800001999979
33,2,303,False,1.9999800001999979
34,3,219,False,0.9999900000999988
35,2,255,False,1.9999800001999979
36,2,341,False,1.9999800001999979
37,2,395,False,1.9999800001999979
38,4,110,False,0.9999900000999989
39,3,359,False,2.9999700002999967
40,2,500,False,1.9999800001999979
41,2,75,False,1.9999800001999979
42,2,462,False,1.9999800001999979
43,3,252,False,2.9999700002999967
44,6,652,False,2.9999700002999967
45,3,381,False,2.9999700002999967
46,2,533,False,1.9999800001999979
47,2,95,False,0.9999900000999989
48,26,2289,False,13.999860001399982
49,2,490,False,1.9999800001999979
50,4,930,False,3.9999600003999958
51,2,345,False,1.9999800001999979
52,5,716,False,2.9999700002999967
53,5,418,False,4.999950000499995
54,2,236,False,1.9999800001999979
55,2,532,False,1.9999800001999979
56,3,506,False,2.249978750206248
57,2,592,False,1.9999800001999979
58,5,543,False,3.9999600003999958
59,4,441,False,3.9999600003999958
60,3,531,False,2.249978750206248
61,12,370,False,1.999980000199998
62,4,600,False,2.9999700002999967
63,2,381,False,1.9999800001999979
64,2,305,False,0.9999900000999989
65,4,856,False,3.9999600003999958
66,11,642,False,7.999920000799991
67,2,216,False,1.9999800001999979
68,2,283,False,0.9999900000999989
69,3,335,False,1.9999800001999979
70,7,877,False,5.999940000599993
71,3,479,False,2.9999700002999967
72,2,647,False,1.9999800001999979
73,2,346,False,1.9999800001999979
74,2,268,False,1.9999800001999979
75,6,1195,False,5.999940000599993
76,4,238,False,2.249978750206248
77,2,35,False,1.9999800001999979
78,2,292,False,1.9999800001999979
79,3,480,False,2.9999700002999967
80,4,488,False,3.9999600003999958
81,4,301,True,1.9999800001999979
82,2,334,False,1.249988750106249
83,2,600,False,1.9999800001999979
84,2,317,False,1.9999800001999979
85,13,394,False,0.5174217247598316
86,19,446,False,1.0624897917673601
87,2,472,False,1.9999800001999979
88,5,825,False,4.999950000499995
89,13,114,True,0.43333116667749993
90,5,818,False,4.999950000499995
91,2,94,False,0.9999900000999989
92,3,487,False,2.9999700002999967
93,3,367,False,1.9999800001999979
94,2,418,False,1.9999800001999979
95,3,253,False,2.9999700002999967
96,2,310,False,1.9999800001999979
97,13,280,True,0.32007453914623313
98,2,206,False,1.9999800001999979
99,2,409,False,1.9999800001999979
100,2,305,False,1.9999800001999979
101,10,171,False,1.9999800001999979
102,3,84,False,0.9999900000999988
103,2,333,True,0.1874992187535156
104,7,573,False,1.9999800001999977
105,3,422,True,1.9999800001999979
106,4,373,False,3.9999600003999958
107,2,62,False,0.9999900000999989
108,4,593,False,2.9999700002999967
109,2,385,False,1.9999800001999979
110,5,151,False,2.9999700002999967
111,5,1178,False,4.999950000499995
112,5,524,True,0.5624973437628906
113,2,266,False,1.9999800001999979
114,2,171,False,1.249988750106249
115,3,213,False,2.9999700002999967
116,2,54,False,0.16666583333749996
117,5,457,False,0.6874967187660155
118,2,307,False,1.9999800001999979
119,4,407,False,1.9999800001999977
120,2,231,False,1.9999800001999979
121,3,613,False,2.9999700002999967
122,6,827,False,3.9999600003999958
123,10,323,False,0.999990000099999
124,2,300,False,1.9999800001999979
125,2,119,False,1.9999800001999979
126,6,426,False,2.9999700002999967
127,2,370,False,1.9999800001999979
128,3,917,False,2.9999700002999967
129,3,698,False,2.9999700002999967
130,2,593,False,1.9999800001999979
131,2,399,False,1.9999800001999979
132,3,265,False,1.9999800001999979
